"","X.x","inst","volume","ram_length","ram_thickness","ram_extent","sigma","eid","calve","ram_vol","ram_percent","short_extent","X.y","ogc_fid","wkb_geometry","alias","operator","aoi","shpcert","imgref1","poly_area","perimeter","comments","inst.y","motherinst","ddinfo","mothercert","iicert","traceback","georef","debrisfld","qa_qc","scenedate","sensor","beam_mode","polarizati","surf_feat","datepoly","imgref2","centroid_x","centroid_y","calvingyr","calvingloc","length","geom1","wk_num","gid"
"1",1,"PYO",2.08e+08,20,70,1264,1010000,6241,TRUE,1769600,0.9,"no",4,6726,"0103000020CE790100010000004B0000007B1A761515E12341A0484EFFFB0A5241860B6A6924E123411FC33BAFFD0A5241C3AEA27036E12341E826D0A0010B524101C30B2158E42341A005D0A2000B5241FDD70D0168E42341F0D1CAF2D80A5241C01DE6892CE32341F0D1CAF2D80A5241C356CDE07BE22341F0D1CAF2D80A5241FE2E2B127AE22341B1A50A65CB0A52417D4CCCF073E223416004C36A9D0A5241C639A569C6E1234148057EC29C0A524100DA8536CAE12341E8451B05800A5241C1379F67CBE123410875CB01770A5241FD2A7BC8E5E1234138E2FF63730A5241804CCCF073E2234140F4BAE65F0A52418461E9292FE32341C73E827C600A524140EAF570B1E323419015BBE4600A5241046F0577B7E32341B0059C26230A524182F4F660B9E32341B96BB0880F0A5241071BD80EE3E32341B86BB0880F0A5241843011CFE5E32341A0EEC94B0E0A52417DE2972B4CE42341A0EEC94B0E0A5241841FA2A64EE423410838ABD8E709524143EAF570B1E323410838ABD8E709524141EAF570B1E32341908935D1E509524143EAF570B1E323414F04A628C0095241FFC20B2158E423415004A628C0095241FEF3125A5EE42341512C6144A0095241C5CD0C1160E423414FAFA07A9709524145FA6F4C9BE42341DFE8290497095241858C95D9A9E42341DF9D0FE7960952413E1D3474E2E42341E09D0FE796095241053445D4EBE423417F8BF9CA8A09524148323654F2E423413E98B765820952410580BF9E24E52341BFD63D2C82095241C048F47E86E52341E02C62BC810952418F1ADF3487E52341AD6E93E76E095241B91A43DA8AE52341306FB9480E095241FEA49FC98BE52341B820A581F5085241014AC8C589E52341B820A581F50852417E5634B18DE52341B8E288E8E1085241839C21D1FEE423418F278612CD085241C09120E1F6E42341085A7E8A91085241C1B80A3150E4234177E17BB07E08524102D4DF0D27E1234178E17BB07E085241BD479810E7E023417AE17BB07E085241872F7EECE6DF234177E17BB07E085241C6CB6B91EEDF2341181CBA2991085241F9F255E147DF2341B0D1647E910852413E7C16B163DD234161056A2EB908524104FF4BDA63DD23415FBF66D8B90852410042A70526DB2341B0DCC30BE1085241F7E62A37F2DA2341A8FD2A22E1085241846CCC03A8D92341683130D208095241FEF44829A6D923411083D551250952417E7958D7A5D9234150EBA63D2A09524106876194BAD92341705E93C14609524101854B93CFD92341D047961A48095241C9B7BB4F54DA2341CE47961A48095241BCB7BB4F54DA234188D0A078980952414172CE2FE3DA234188D0A07898095241BF86D00FF3DA23415004A628C009524184CF68B483DA234130B3AC86BF0952413BA3B96F44DA23411AE3A52ABF09524184ADBA5F4CDA23419FE0A8FCD5095241C60BBEE9D4DA2341C83A90ACD409524148A014822FDB23412F1C3C44EC095241C6A762D282DD2341C05D4C4A680A5241FBA87C4249DE234179DE52E6990A524145228F3B63DE234118E3C26C9C0A5241BE2D62504ADF234118E3C26C9C0A5241004D652062DF2341CF16C81CC40A524141077800F1DF23416059C818C60A52418778E8EFFDDF23419F9E2B49EB0A524104996D807EE02341780C096CEB0A52417B1A761515E12341A0484EFFFB0A5241","#3","Luc",NA,2,"20100805_160926_es_wsm___hh_a_lcc.tif",2.5731,8.2597,"called it #3 (for 3rd biggest frag) kind of looks like Pieslice (oct 9th). parent could also be Big-PII.","20100805_160926_es_2_PYO","20100803_153006_es_0_P10","drifting",2,1,"N","0-100m","N",NA,"2010-08-05 16:09:26","es","wsm_","hh","N","2015-04-17 10:29:26",NA,651277.1429,4728387.304,"2010","PG",2629.99,"POLYGON((651402.541916683 4729839.98915306,651410.205887184 4729846.73802259,651419.21999117 4729862.51270459,651820.06454286 4729858.54394665,651828.002058744 4729699.79362915,651670.269333772 4729699.79362915,651581.939066612 4729699.79362915,651581.035485714 4729645.57877486,651577.970308676 4729461.6681529,651491.206338697 4729459.03894169,651493.106489956 4729344.07978962,651493.70238661 4729308.02804304,651506.891564697 4729293.5624929,651577.970308676 4729215.60516077,651671.58185868 4729217.94544954,651736.720626183 4729219.57391872,651739.73246333 4728972.60327284,651740.689384118 4728894.13576787,651761.528992505 4728894.13576787,651762.904428021 4728889.18419996,651814.085143163 4728889.18419996,651815.325455651 4728735.38545037,651736.720626183 4728735.38545037,651736.720626183 4728727.26889266,651736.720626183 4728576.63513286,651820.06454286 4728576.63513286,651823.175925851 4728449.06843098,651824.03330081 4728413.91605742,651853.649291821 4728412.06505796,651860.924969093 4728411.61032817,651889.2269601 4728411.61032817,651893.914590479 4728363.17148101,651897.164475986 4728329.58933073,651922.31005478 4728328.69127434,651971.24795749 4728326.94349214,651971.603264646 4728251.61837356,651973.426293216 4727865.13631801,651973.893796116 4727766.0257036,651972.886293709 4727766.0257036,651974.846102431 4727687.63335484,651903.408459559 4727604.28943814,651899.439701609 4727366.16396189,651816.095784925 4727290.75756108,651411.527098298 4727290.75756108,651379.532411806 4727290.75756108,651251.46190022 4727290.75756108,651255.284025543 4727364.65198424,651171.940108865 4727365.97490351,650929.845874674 4727524.72522101,650929.926361055 4727527.38127121,650643.011041701 4727684.18382947,650617.107749193 4727684.53387395,650452.007419006 4727843.28419147,650451.080634743 4727957.27865674,650450.920596882 4727976.96331294,650461.289806575 4728091.02461968,650471.787685543 4728096.41542239,650538.155729049 4728096.41542239,650538.155729047 4728417.88481534,650609.593371935 4728417.88481534,650617.530887805 4728576.63513286,650561.852362141 4728574.10429077,650530.218213178 4728572.66637495,650534.186971114 4728663.94780746,650602.456528061 4728658.69630308,650647.754063615 4728753.06616883,650945.410908931 4729249.16091102,651044.629857331 4729447.59880792,651057.6163264 4729457.69939496,651173.156999044 4729457.69939496,651185.063272864 4729616.44971247,651256.500915744 4729624.38722834,651262.968570487 4729773.14328733,651327.250836164 4729773.68805229,651402.541916683 4729839.98915306))",1,4
"2",2,"LWI",1.48e+08,20,70,1088,347130,4697,FALSE,1523200,1,"no",14,15553,"0103000020CE7901000100000042000000BC9BACAF4E4921416850161404334F410A4E09A4E84821413B0FEAA90D334F41D166886FC548214106E65B5B0B334F4112F84EA695482141EAA7ECC4ED324F4191B9F27CEC472141C50AC231F0324F41F9265DF8CA47214137E1EC70DB324F41E9DC7FEA8C4721416A8EE304B5324F41884A5022DB472141E777C8B1A8324F416C3431289F472141AC1E28FF8B324F4176EDBB66CD452141972F5232AC324F4156C4FCB98045214153EFCCDDD8324F41D4724059704421413774AC4D1C334F4160BB5EB9F24221411FE74ADF67334F414615843948422141275672C57A334F4128751379844121418F841A7DB5334F412EACE7917E412141D6AE997CB6334F415A8F86CF194221411DBB5FABFB334F41BE0506AB884121410DB7E1E940344F412B79FDE830402141DCC23E2C94344F41845BA35C0D3E2141A3B5009900354F41E07D405ABE3C21418C85894E10354F41C4159CD79A3B2141DAF2656C10354F413DB3F38A183B2141FB67E74E2F354F41260300049D3A214137ECD69D66354F4134C5E224123B214128F12A737E354F4140C04DC6C73A21416B6BCD03A2354F41BC70CB47E23A2141A726EC79CC354F411847E7ED0C3D2141D1B3A6791F364F41E88219FD8A3D2141F3375A246F364F41B2146FAF623E2141B0241A7F97364F41CA3DA356703E2141BCB90D36AF364F4178BF432F053F2141247DD06AB4364F412F9638F1CD3F2141BF92EC91B7364F41BF7ABFB0774021414ACCFA4BC6364F414491ABC5D0402141AF1304A1CA364F41A4E2772C17412141471C3BE3C6364F413919609F7141214123A1DDA3B7364F41783A530FE141214158ED44409A364F412CE7298E3742214139C51C5278364F41C86DE7E8914221418A8C0C765A364F41D1372E7D3D432141634BB68D1A364F419687BDC878432141202E524809364F416B3A00DEB543214186ECED20E4354F41C0AB25F3D2432141B07ADC32CE354F41001FEE4A424421412A0A9132A2354F4100F860A564442141AC789D628C354F419310658188442141A997623B81354F41322AF5DBCA4421416F371C325C354F41B46549E50B452141BFA182B949354F418F7D93003F452141B00142A131354F415270C4F775452141D94F199B1D354F4168B1E1F795452141F47FC6610E354F414ADDF1DB9845214175C8BFE910354F418C74D3D0AE452141BE36A34F04354F41AE8EC02E3446214195972825D6344F41C04EBBB77B47214179EA873373344F414672974C974821414458F83223344F41A2195F384A492141450BD85CFB334F41DF0A485D11492141B6ABC1260D344F415E04DE60634921418E52BDCFF6334F41624D93A8C7492141D3A1FE75D1334F41976DC264FE492141EE445791A8334F41E83AE320124A21410CEBC61C91334F41EA46366BBE4921419A7AFAF241334F4113633C9976492141375A5D7404334F41BC9BACAF4E4921416850161404334F41","PII-B-chunk","Luc","NB",1,"20101106_113811_r2_scwa__hx_a_lcc.tif",1.8273,6.6292,"copied from 31 oct r2 and best fitted here. great fit.","20101106_113811_r2_12_LWI","20101031_125316_r2_6_FSV","drifting",1,1,"N","200-400m","N",NA,"2010-11-06 11:38:11","r2","scwa","hx","N","2015-06-10 09:51:20",NA,565593.7235,4090251.8578,"2010","PG",2422.67,"POLYGON((566439.343113772 4089352.15693097,566388.32038349 4089371.32745543,566370.717837537 4089366.71374202,566346.824821236 4089307.53847217,566262.244039344 4089312.38873419,566245.485085695 4089270.882229,566214.458006767 4089194.03819447,566253.567018823 4089169.38893031,566223.578500403 4089111.99341186,565990.700652524 4089176.39313311,565952.363256584 4089265.73281662,565816.174319828 4089400.60682538,565625.362050872 4089551.74447335,565540.112335839 4089589.54255177,565442.236476575 4089706.97737176,565439.284970646 4089708.97344003,565516.905323486 4089847.33885898,565444.334030322 4089985.82720078,565272.455058848 4090152.34566532,564998.680933819 4090369.19533415,564831.176273283 4090400.61357183,564685.421112709 4090400.84686123,564620.271390535 4090462.61643696,564558.507812594 4090573.23312142,564617.07204262 4090620.89974799,564579.887311943 4090692.02970641,564593.140224002 4090776.95251926,564870.464655134 4090942.95039985,564933.494335261 4091102.28400325,565041.342644355 4091182.99298533,565048.169214183 4091230.42229387,565122.592313751 4091240.83448757,565222.971134847 4091247.14003214,565307.845210872 4091276.59359125,565352.386074581 4091285.25793692,565387.586852152 4091277.77524141,565432.811280049 4091247.28020109,565488.529931857 4091188.50210349,565531.777663445 4091120.641503,565576.954890662 4091060.92225796,565662.744493241 4090933.10712569,565692.392070996 4090898.56500794,565722.933595491 4090824.25726086,565737.474896781 4090780.39735349,565793.14634797 4090692.39505126,565810.323005438 4090648.77043064,565828.252724188 4090626.4639463,565861.429604834 4090552.3914861,565893.947825602 4090515.44929907,565919.501125263 4090467.25982686,565946.983920584 4090427.21170996,565962.984143776 4090396.76387023,565964.429579654 4090401.82616525,565975.407863276 4090376.62216839,566042.091312846 4090284.29030127,566205.858850919 4090086.40258532,566347.649592944 4089926.39820388,566437.110100556 4089846.72534314,566408.682190265 4089882.30278536,566449.689193856 4089837.62296516,566499.829248827 4089762.92183326,566527.196795869 4089681.13547575,566537.064233628 4089634.2248205,566495.209398476 4089475.89826901,566459.299288841 4089352.90909889,566439.343113772 4089352.15693097))",13,14
"3",3,"LWI",1.5e+08,40,70,1166,700940,7601,TRUE,3264800,2.2,"no",14,15553,"0103000020CE7901000100000042000000BC9BACAF4E4921416850161404334F410A4E09A4E84821413B0FEAA90D334F41D166886FC548214106E65B5B0B334F4112F84EA695482141EAA7ECC4ED324F4191B9F27CEC472141C50AC231F0324F41F9265DF8CA47214137E1EC70DB324F41E9DC7FEA8C4721416A8EE304B5324F41884A5022DB472141E777C8B1A8324F416C3431289F472141AC1E28FF8B324F4176EDBB66CD452141972F5232AC324F4156C4FCB98045214153EFCCDDD8324F41D4724059704421413774AC4D1C334F4160BB5EB9F24221411FE74ADF67334F414615843948422141275672C57A334F4128751379844121418F841A7DB5334F412EACE7917E412141D6AE997CB6334F415A8F86CF194221411DBB5FABFB334F41BE0506AB884121410DB7E1E940344F412B79FDE830402141DCC23E2C94344F41845BA35C0D3E2141A3B5009900354F41E07D405ABE3C21418C85894E10354F41C4159CD79A3B2141DAF2656C10354F413DB3F38A183B2141FB67E74E2F354F41260300049D3A214137ECD69D66354F4134C5E224123B214128F12A737E354F4140C04DC6C73A21416B6BCD03A2354F41BC70CB47E23A2141A726EC79CC354F411847E7ED0C3D2141D1B3A6791F364F41E88219FD8A3D2141F3375A246F364F41B2146FAF623E2141B0241A7F97364F41CA3DA356703E2141BCB90D36AF364F4178BF432F053F2141247DD06AB4364F412F9638F1CD3F2141BF92EC91B7364F41BF7ABFB0774021414ACCFA4BC6364F414491ABC5D0402141AF1304A1CA364F41A4E2772C17412141471C3BE3C6364F413919609F7141214123A1DDA3B7364F41783A530FE141214158ED44409A364F412CE7298E3742214139C51C5278364F41C86DE7E8914221418A8C0C765A364F41D1372E7D3D432141634BB68D1A364F419687BDC878432141202E524809364F416B3A00DEB543214186ECED20E4354F41C0AB25F3D2432141B07ADC32CE354F41001FEE4A424421412A0A9132A2354F4100F860A564442141AC789D628C354F419310658188442141A997623B81354F41322AF5DBCA4421416F371C325C354F41B46549E50B452141BFA182B949354F418F7D93003F452141B00142A131354F415270C4F775452141D94F199B1D354F4168B1E1F795452141F47FC6610E354F414ADDF1DB9845214175C8BFE910354F418C74D3D0AE452141BE36A34F04354F41AE8EC02E3446214195972825D6344F41C04EBBB77B47214179EA873373344F414672974C974821414458F83223344F41A2195F384A492141450BD85CFB334F41DF0A485D11492141B6ABC1260D344F415E04DE60634921418E52BDCFF6334F41624D93A8C7492141D3A1FE75D1334F41976DC264FE492141EE445791A8334F41E83AE320124A21410CEBC61C91334F41EA46366BBE4921419A7AFAF241334F4113633C9976492141375A5D7404334F41BC9BACAF4E4921416850161404334F41","PII-B-chunk","Luc","NB",1,"20101106_113811_r2_scwa__hx_a_lcc.tif",1.8273,6.6292,"copied from 31 oct r2 and best fitted here. great fit.","20101106_113811_r2_12_LWI","20101031_125316_r2_6_FSV","drifting",1,1,"N","200-400m","N",NA,"2010-11-06 11:38:11","r2","scwa","hx","N","2015-06-10 09:51:20",NA,565593.7235,4090251.8578,"2010","PG",2422.67,"POLYGON((566439.343113772 4089352.15693097,566388.32038349 4089371.32745543,566370.717837537 4089366.71374202,566346.824821236 4089307.53847217,566262.244039344 4089312.38873419,566245.485085695 4089270.882229,566214.458006767 4089194.03819447,566253.567018823 4089169.38893031,566223.578500403 4089111.99341186,565990.700652524 4089176.39313311,565952.363256584 4089265.73281662,565816.174319828 4089400.60682538,565625.362050872 4089551.74447335,565540.112335839 4089589.54255177,565442.236476575 4089706.97737176,565439.284970646 4089708.97344003,565516.905323486 4089847.33885898,565444.334030322 4089985.82720078,565272.455058848 4090152.34566532,564998.680933819 4090369.19533415,564831.176273283 4090400.61357183,564685.421112709 4090400.84686123,564620.271390535 4090462.61643696,564558.507812594 4090573.23312142,564617.07204262 4090620.89974799,564579.887311943 4090692.02970641,564593.140224002 4090776.95251926,564870.464655134 4090942.95039985,564933.494335261 4091102.28400325,565041.342644355 4091182.99298533,565048.169214183 4091230.42229387,565122.592313751 4091240.83448757,565222.971134847 4091247.14003214,565307.845210872 4091276.59359125,565352.386074581 4091285.25793692,565387.586852152 4091277.77524141,565432.811280049 4091247.28020109,565488.529931857 4091188.50210349,565531.777663445 4091120.641503,565576.954890662 4091060.92225796,565662.744493241 4090933.10712569,565692.392070996 4090898.56500794,565722.933595491 4090824.25726086,565737.474896781 4090780.39735349,565793.14634797 4090692.39505126,565810.323005438 4090648.77043064,565828.252724188 4090626.4639463,565861.429604834 4090552.3914861,565893.947825602 4090515.44929907,565919.501125263 4090467.25982686,565946.983920584 4090427.21170996,565962.984143776 4090396.76387023,565964.429579654 4090401.82616525,565975.407863276 4090376.62216839,566042.091312846 4090284.29030127,566205.858850919 4090086.40258532,566347.649592944 4089926.39820388,566437.110100556 4089846.72534314,566408.682190265 4089882.30278536,566449.689193856 4089837.62296516,566499.829248827 4089762.92183326,566527.196795869 4089681.13547575,566537.064233628 4089634.2248205,566495.209398476 4089475.89826901,566459.299288841 4089352.90909889,566439.343113772 4089352.15693097))",13,14
"4",4,"LWI",1.51e+08,60,70,1307,676680,10713,TRUE,5489400,3.6,"no",14,15553,"0103000020CE7901000100000042000000BC9BACAF4E4921416850161404334F410A4E09A4E84821413B0FEAA90D334F41D166886FC548214106E65B5B0B334F4112F84EA695482141EAA7ECC4ED324F4191B9F27CEC472141C50AC231F0324F41F9265DF8CA47214137E1EC70DB324F41E9DC7FEA8C4721416A8EE304B5324F41884A5022DB472141E777C8B1A8324F416C3431289F472141AC1E28FF8B324F4176EDBB66CD452141972F5232AC324F4156C4FCB98045214153EFCCDDD8324F41D4724059704421413774AC4D1C334F4160BB5EB9F24221411FE74ADF67334F414615843948422141275672C57A334F4128751379844121418F841A7DB5334F412EACE7917E412141D6AE997CB6334F415A8F86CF194221411DBB5FABFB334F41BE0506AB884121410DB7E1E940344F412B79FDE830402141DCC23E2C94344F41845BA35C0D3E2141A3B5009900354F41E07D405ABE3C21418C85894E10354F41C4159CD79A3B2141DAF2656C10354F413DB3F38A183B2141FB67E74E2F354F41260300049D3A214137ECD69D66354F4134C5E224123B214128F12A737E354F4140C04DC6C73A21416B6BCD03A2354F41BC70CB47E23A2141A726EC79CC354F411847E7ED0C3D2141D1B3A6791F364F41E88219FD8A3D2141F3375A246F364F41B2146FAF623E2141B0241A7F97364F41CA3DA356703E2141BCB90D36AF364F4178BF432F053F2141247DD06AB4364F412F9638F1CD3F2141BF92EC91B7364F41BF7ABFB0774021414ACCFA4BC6364F414491ABC5D0402141AF1304A1CA364F41A4E2772C17412141471C3BE3C6364F413919609F7141214123A1DDA3B7364F41783A530FE141214158ED44409A364F412CE7298E3742214139C51C5278364F41C86DE7E8914221418A8C0C765A364F41D1372E7D3D432141634BB68D1A364F419687BDC878432141202E524809364F416B3A00DEB543214186ECED20E4354F41C0AB25F3D2432141B07ADC32CE354F41001FEE4A424421412A0A9132A2354F4100F860A564442141AC789D628C354F419310658188442141A997623B81354F41322AF5DBCA4421416F371C325C354F41B46549E50B452141BFA182B949354F418F7D93003F452141B00142A131354F415270C4F775452141D94F199B1D354F4168B1E1F795452141F47FC6610E354F414ADDF1DB9845214175C8BFE910354F418C74D3D0AE452141BE36A34F04354F41AE8EC02E3446214195972825D6344F41C04EBBB77B47214179EA873373344F414672974C974821414458F83223344F41A2195F384A492141450BD85CFB334F41DF0A485D11492141B6ABC1260D344F415E04DE60634921418E52BDCFF6334F41624D93A8C7492141D3A1FE75D1334F41976DC264FE492141EE445791A8334F41E83AE320124A21410CEBC61C91334F41EA46366BBE4921419A7AFAF241334F4113633C9976492141375A5D7404334F41BC9BACAF4E4921416850161404334F41","PII-B-chunk","Luc","NB",1,"20101106_113811_r2_scwa__hx_a_lcc.tif",1.8273,6.6292,"copied from 31 oct r2 and best fitted here. great fit.","20101106_113811_r2_12_LWI","20101031_125316_r2_6_FSV","drifting",1,1,"N","200-400m","N",NA,"2010-11-06 11:38:11","r2","scwa","hx","N","2015-06-10 09:51:20",NA,565593.7235,4090251.8578,"2010","PG",2422.67,"POLYGON((566439.343113772 4089352.15693097,566388.32038349 4089371.32745543,566370.717837537 4089366.71374202,566346.824821236 4089307.53847217,566262.244039344 4089312.38873419,566245.485085695 4089270.882229,566214.458006767 4089194.03819447,566253.567018823 4089169.38893031,566223.578500403 4089111.99341186,565990.700652524 4089176.39313311,565952.363256584 4089265.73281662,565816.174319828 4089400.60682538,565625.362050872 4089551.74447335,565540.112335839 4089589.54255177,565442.236476575 4089706.97737176,565439.284970646 4089708.97344003,565516.905323486 4089847.33885898,565444.334030322 4089985.82720078,565272.455058848 4090152.34566532,564998.680933819 4090369.19533415,564831.176273283 4090400.61357183,564685.421112709 4090400.84686123,564620.271390535 4090462.61643696,564558.507812594 4090573.23312142,564617.07204262 4090620.89974799,564579.887311943 4090692.02970641,564593.140224002 4090776.95251926,564870.464655134 4090942.95039985,564933.494335261 4091102.28400325,565041.342644355 4091182.99298533,565048.169214183 4091230.42229387,565122.592313751 4091240.83448757,565222.971134847 4091247.14003214,565307.845210872 4091276.59359125,565352.386074581 4091285.25793692,565387.586852152 4091277.77524141,565432.811280049 4091247.28020109,565488.529931857 4091188.50210349,565531.777663445 4091120.641503,565576.954890662 4091060.92225796,565662.744493241 4090933.10712569,565692.392070996 4090898.56500794,565722.933595491 4090824.25726086,565737.474896781 4090780.39735349,565793.14634797 4090692.39505126,565810.323005438 4090648.77043064,565828.252724188 4090626.4639463,565861.429604834 4090552.3914861,565893.947825602 4090515.44929907,565919.501125263 4090467.25982686,565946.983920584 4090427.21170996,565962.984143776 4090396.76387023,565964.429579654 4090401.82616525,565975.407863276 4090376.62216839,566042.091312846 4090284.29030127,566205.858850919 4090086.40258532,566347.649592944 4089926.39820388,566437.110100556 4089846.72534314,566408.682190265 4089882.30278536,566449.689193856 4089837.62296516,566499.829248827 4089762.92183326,566527.196795869 4089681.13547575,566537.064233628 4089634.2248205,566495.209398476 4089475.89826901,566459.299288841 4089352.90909889,566439.343113772 4089352.15693097))",13,14
