"","time","variable","value","resolution","time","variable","value","resolution","time","variable","value","resolution","time","variable","value","resolution"
"546572",55.699661255,"stress.eid_49320",11659.145508,"10x10x10",55.698890686,"stress.eid_9156",11591.22168,"20x20x10",55.697093964,"stress.eid_4164",10796.898438,"20x20x20",55.697601318,"stress.eid_458",13398.87207,"40x40x40"
"546573",55.799983978,"stress.eid_49320",11629.914063,"10x10x10",55.798709869,"stress.eid_9156",11562.332031,"20x20x10",55.799846649,"stress.eid_4164",10769.196289,"20x20x20",55.797420502,"stress.eid_458",13367.484375,"40x40x40"
"546574",55.899215698,"stress.eid_49320",11601.146484,"10x10x10",55.898529053,"stress.eid_9156",11533.59668,"20x20x10",55.899665833,"stress.eid_4164",10742.395508,"20x20x20",55.897239685,"stress.eid_458",13336.232422,"40x40x40"
"546575",55.999538422,"stress.eid_49320",11572.212891,"10x10x10",55.998348236,"stress.eid_9156",11504.960938,"20x20x10",55.999485016,"stress.eid_4164",10715.741211,"20x20x20",55.997058868,"stress.eid_458",13305.116211,"40x40x40"
"546576",56.09985733,"stress.eid_49320",11543.421875,"10x10x10",56.099632263,"stress.eid_9156",11476.026367,"20x20x10",56.099304199,"stress.eid_4164",10689.208008,"20x20x20",56.096878052,"stress.eid_458",13274.088867,"40x40x40"
"546577",56.19908905,"stress.eid_49320",11515.095703,"10x10x10",56.199451447,"stress.eid_9156",11447.683594,"20x20x10",56.199123383,"stress.eid_4164",10662.804688,"20x20x20",56.196697235,"stress.eid_458",13243.203125,"40x40x40"
"546578",56.299411774,"stress.eid_49320",11486.597656,"10x10x10",56.29927063,"stress.eid_9156",11419.451172,"20x20x10",56.298942566,"stress.eid_4164",10636.529297,"20x20x20",56.296516418,"stress.eid_458",13212.460938,"40x40x40"
"546579",56.399734497,"stress.eid_49320",11458.248047,"10x10x10",56.399089813,"stress.eid_9156",11391.375,"20x20x10",56.398761749,"stress.eid_4164",10610.374023,"20x20x20",56.396335602,"stress.eid_458",13181.799805,"40x40x40"
"546580",56.498966217,"stress.eid_49320",11430.348633,"10x10x10",56.498908997,"stress.eid_9156",11363.401367,"20x20x10",56.498580933,"stress.eid_4164",10584.352539,"20x20x20",56.496154785,"stress.eid_458",13151.289063,"40x40x40"
"546581",56.59928894,"stress.eid_49320",11402.28418,"10x10x10",56.59872818,"stress.eid_9156",11335.602539,"20x20x10",56.598400116,"stress.eid_4164",10558.452148,"20x20x20",56.595973969,"stress.eid_458",13120.855469,"40x40x40"
"546582",56.699611664,"stress.eid_49320",11374.365234,"10x10x10",56.698543549,"stress.eid_9156",11307.907227,"20x20x10",56.698219299,"stress.eid_4164",10532.692383,"20x20x20",56.695793152,"stress.eid_458",13090.575195,"40x40x40"
"546583",56.799934387,"stress.eid_49320",11346.587891,"10x10x10",56.798362732,"stress.eid_9156",11280.365234,"20x20x10",56.798038483,"stress.eid_4164",10507.046875,"20x20x20",56.795612335,"stress.eid_458",13060.401367,"40x40x40"
"546584",56.899166107,"stress.eid_49320",11319.25,"10x10x10",56.899650574,"stress.eid_9156",11252.538086,"20x20x10",56.897857666,"stress.eid_4164",10481.511719,"20x20x20",56.895431519,"stress.eid_458",13030.333984,"40x40x40"
"546585",56.999488831,"stress.eid_49320",11291.753906,"10x10x10",56.999469757,"stress.eid_9156",11225.239258,"20x20x10",56.997676849,"stress.eid_4164",10456.111328,"20x20x20",56.995250702,"stress.eid_458",13000.398438,"40x40x40"
"546586",57.099811554,"stress.eid_49320",11264.399414,"10x10x10",57.09928894,"stress.eid_9156",11198.091797,"20x20x10",57.097496033,"stress.eid_4164",10430.842773,"20x20x20",57.095069885,"stress.eid_458",12970.564453,"40x40x40"
"546587",57.199043274,"stress.eid_49320",11237.478516,"10x10x10",57.199108124,"stress.eid_9156",11171.087891,"20x20x10",57.197315216,"stress.eid_4164",10405.683594,"20x20x20",57.194892883,"stress.eid_458",12940.867188,"40x40x40"
"546588",57.299365997,"stress.eid_49320",11210.396484,"10x10x10",57.298923492,"stress.eid_9156",11144.200195,"20x20x10",57.297134399,"stress.eid_4164",10380.640625,"20x20x20",57.294712067,"stress.eid_458",12911.259766,"40x40x40"
"546589",57.399688721,"stress.eid_49320",11183.461914,"10x10x10",57.398742676,"stress.eid_9156",11117.448242,"20x20x10",57.399887085,"stress.eid_4164",10355.014648,"20x20x20",57.39453125,"stress.eid_458",12881.789063,"40x40x40"
"546590",57.498920441,"stress.eid_49320",11156.947266,"10x10x10",57.498561859,"stress.eid_9156",11090.805664,"20x20x10",57.499706268,"stress.eid_4164",10330.217773,"20x20x20",57.494350433,"stress.eid_458",12852.443359,"40x40x40"
"546591",57.599239349,"stress.eid_49320",11130.276367,"10x10x10",57.598381042,"stress.eid_9156",11064.295898,"20x20x10",57.599525452,"stress.eid_4164",10305.547852,"20x20x20",57.594169617,"stress.eid_458",12823.179688,"40x40x40"
"546592",57.699562073,"stress.eid_49320",11103.745117,"10x10x10",57.699668884,"stress.eid_9156",11037.521484,"20x20x10",57.699344635,"stress.eid_4164",10280.993164,"20x20x20",57.699859619,"stress.eid_458",12792.360352,"40x40x40"
"546593",57.799884796,"stress.eid_49320",11077.349609,"10x10x10",57.799488068,"stress.eid_9156",11011.268555,"20x20x10",57.799163818,"stress.eid_4164",10256.573242,"20x20x20",57.799678802,"stress.eid_458",12763.34375,"40x40x40"
"546594",57.899116516,"stress.eid_49320",11051.375,"10x10x10",57.899303436,"stress.eid_9156",10985.143555,"20x20x10",57.898983002,"stress.eid_4164",10232.267578,"20x20x20",57.899497986,"stress.eid_458",12734.394531,"40x40x40"
"546595",57.99943924,"stress.eid_49320",11025.246094,"10x10x10",57.99912262,"stress.eid_9156",10959.149414,"20x20x10",57.998802185,"stress.eid_4164",10208.06543,"20x20x20",57.999317169,"stress.eid_458",12705.610352,"40x40x40"
"546596",58.099761963,"stress.eid_49320",10999.25,"10x10x10",58.098941803,"stress.eid_9156",10933.310547,"20x20x10",58.098621368,"stress.eid_4164",10183.999023,"20x20x20",58.099136353,"stress.eid_458",12676.970703,"40x40x40"
"546597",58.198993683,"stress.eid_49320",10973.666992,"10x10x10",58.198760986,"stress.eid_9156",10907.572266,"20x20x10",58.198440552,"stress.eid_4164",10160.041992,"20x20x20",58.198955536,"stress.eid_458",12648.375977,"40x40x40"
"546598",58.299316406,"stress.eid_49320",10947.932617,"10x10x10",58.29858017,"stress.eid_9156",10882.001953,"20x20x10",58.298259735,"stress.eid_4164",10136.182617,"20x20x20",58.298774719,"stress.eid_458",12619.921875,"40x40x40"
"546599",58.39963913,"stress.eid_49320",10922.331055,"10x10x10",58.398399353,"stress.eid_9156",10856.574219,"20x20x10",58.398078918,"stress.eid_4164",10112.455078,"20x20x20",58.398593903,"stress.eid_458",12591.580078,"40x40x40"
"546600",58.499961853,"stress.eid_49320",10896.859375,"10x10x10",58.498218536,"stress.eid_9156",10831.238281,"20x20x10",58.497898102,"stress.eid_4164",10088.847656,"20x20x20",58.498413086,"stress.eid_458",12563.321289,"40x40x40"
"546601",58.599193573,"stress.eid_49320",10871.794922,"10x10x10",58.599502563,"stress.eid_9156",10805.696289,"20x20x10",58.597717285,"stress.eid_4164",10065.34668,"20x20x20",58.598232269,"stress.eid_458",12535.220703,"40x40x40"
"546602",58.699516296,"stress.eid_49320",10846.585938,"10x10x10",58.699321747,"stress.eid_9156",10780.625977,"20x20x10",58.697536469,"stress.eid_4164",10041.945313,"20x20x20",58.698051453,"stress.eid_458",12507.210938,"40x40x40"
"546603",58.79983902,"stress.eid_49320",10821.498047,"10x10x10",58.79914093,"stress.eid_9156",10755.705078,"20x20x10",58.797355652,"stress.eid_4164",10018.6875,"20x20x20",58.797874451,"stress.eid_458",12479.276367,"40x40x40"
"546604",58.89907074,"stress.eid_49320",10796.81543,"10x10x10",58.898960114,"stress.eid_9156",10730.930664,"20x20x10",58.897174835,"stress.eid_4164",9995.5185547,"20x20x20",58.897693634,"stress.eid_458",12451.500977,"40x40x40"
"546605",58.999393463,"stress.eid_49320",10771.986328,"10x10x10",58.998779297,"stress.eid_9156",10706.240234,"20x20x10",58.999927521,"stress.eid_4164",9971.7978516,"20x20x20",58.997512817,"stress.eid_458",12423.795898,"40x40x40"
"546606",59.099712372,"stress.eid_49320",10747.28418,"10x10x10",59.09859848,"stress.eid_9156",10681.679688,"20x20x10",59.099746704,"stress.eid_4164",9948.8583984,"20x20x20",59.097332001,"stress.eid_458",12396.243164,"40x40x40"
"546607",59.198944092,"stress.eid_49320",10722.97168,"10x10x10",59.198417664,"stress.eid_9156",10657.250977,"20x20x10",59.199565887,"stress.eid_4164",9926.0380859,"20x20x20",59.197151184,"stress.eid_458",12368.726563,"40x40x40"
"546608",59.299266815,"stress.eid_49320",10698.514648,"10x10x10",59.298233032,"stress.eid_9156",10632.961914,"20x20x10",59.299385071,"stress.eid_4164",9903.328125,"20x20x20",59.296970367,"stress.eid_458",12341.396484,"40x40x40"
"546609",59.399589539,"stress.eid_49320",10674.188477,"10x10x10",59.399520874,"stress.eid_9156",10608.458984,"20x20x10",59.399204254,"stress.eid_4164",9880.734375,"20x20x20",59.396789551,"stress.eid_458",12314.083008,"40x40x40"
"546610",59.499912262,"stress.eid_49320",10649.984375,"10x10x10",59.499340057,"stress.eid_9156",10584.44043,"20x20x10",59.499023438,"stress.eid_4164",9858.2363281,"20x20x20",59.496608734,"stress.eid_458",12286.94043,"40x40x40"
"546611",59.599143982,"stress.eid_49320",10626.167969,"10x10x10",59.599159241,"stress.eid_9156",10560.549805,"20x20x10",59.598842621,"stress.eid_4164",9835.8378906,"20x20x20",59.596427917,"stress.eid_458",12259.930664,"40x40x40"
"546612",59.699466705,"stress.eid_49320",10602.209961,"10x10x10",59.698978424,"stress.eid_9156",10536.787109,"20x20x10",59.698661804,"stress.eid_4164",9813.5761719,"20x20x20",59.696247101,"stress.eid_458",12232.956055,"40x40x40"
"546613",59.799789429,"stress.eid_49320",10578.371094,"10x10x10",59.798797607,"stress.eid_9156",10513.136719,"20x20x10",59.798480988,"stress.eid_4164",9791.4052734,"20x20x20",59.796066284,"stress.eid_458",12206.123047,"40x40x40"
"546614",59.899021149,"stress.eid_49320",10554.914063,"10x10x10",59.898612976,"stress.eid_9156",10489.615234,"20x20x10",59.898300171,"stress.eid_4164",9769.3408203,"20x20x20",59.895885468,"stress.eid_458",12179.398438,"40x40x40"
"546615",59.999343872,"stress.eid_49320",10531.317383,"10x10x10",59.998432159,"stress.eid_9156",10466.228516,"20x20x10",59.998119354,"stress.eid_4164",9747.3818359,"20x20x20",59.995704651,"stress.eid_458",12152.744141,"40x40x40"
"546616",60.000434875,"stress.eid_49320",10531.317383,"10x10x10",60.001369476,"stress.eid_9156",10465.886719,"20x20x10",60.001056671,"stress.eid_4164",9747.3818359,"20x20x20",60.00157547,"stress.eid_458",12152.744141,"40x40x40"
