"","time","variable","value","resolution","time","variable","value","resolution","time","variable","value","resolution","time","variable","value","resolution"
"546015",0,"stress.eid_49320",0,"10x10x10",0,"stress.eid_9156",0,"20x20x10",0,"stress.eid_4164",0,"20x20x20",0,"stress.eid_458",0,"40x40x40"
"546016",0.099231675267,"stress.eid_49320",2645.6547852,"10x10x10",0.099822774529,"stress.eid_9156",3798.2072754,"20x20x10",0.099822953343,"stress.eid_4164",-16523.859375,"20x20x20",0.099823415279,"stress.eid_458",-10399.922852,"40x40x40"
"546017",0.19955411553,"stress.eid_49320",126657.66406,"10x10x10",0.1996422708,"stress.eid_9156",126360.39844,"20x20x10",0.1998244375,"stress.eid_4164",102531.29688,"20x20x20",0.1944976449,"stress.eid_458",10145.282227,"40x40x40"
"546018",0.29994386435,"stress.eid_49320",147323.0625,"10x10x10",0.29946368933,"stress.eid_9156",147187.29688,"20x20x10",0.29743650556,"stress.eid_4164",126590.1875,"20x20x20",0.29722216725,"stress.eid_458",20891.287109,"40x40x40"
"546019",0.3991753459,"stress.eid_49320",139274.76563,"10x10x10",0.39928641915,"stress.eid_9156",139255.15625,"20x20x10",0.39725995064,"stress.eid_4164",121933.21875,"20x20x20",0.39740821719,"stress.eid_458",21362.367188,"40x40x40"
"546020",0.49949729443,"stress.eid_49320",126825.61719,"10x10x10",0.49910905957,"stress.eid_9156",126971.19531,"20x20x10",0.49708291888,"stress.eid_4164",112087.90625,"20x20x20",0.49723154306,"stress.eid_458",20148.039063,"40x40x40"
"546021",0.59981930256,"stress.eid_49320",114379.10156,"10x10x10",0.59893167019,"stress.eid_9156",114637.26563,"20x20x10",0.59984183311,"stress.eid_4164",101496.78125,"20x20x20",0.59705489874,"stress.eid_458",20427.675781,"40x40x40"
"546022",0.69905084372,"stress.eid_49320",105597.57813,"10x10x10",0.69875431061,"stress.eid_9156",105605.14844,"20x20x10",0.69966483116,"stress.eid_4164",91892.015625,"20x20x20",0.69687819481,"stress.eid_458",29205.535156,"40x40x40"
"546023",0.79937291145,"stress.eid_49320",107188.60938,"10x10x10",0.79857689142,"stress.eid_9156",107094.97656,"20x20x10",0.7994877696,"stress.eid_4164",89462.8125,"20x20x20",0.79670155048,"stress.eid_458",36548.230469,"40x40x40"
"546024",0.8996950388,"stress.eid_49320",108033.92188,"10x10x10",0.89986753464,"stress.eid_9156",107866.27344,"20x20x10",0.89931070805,"stress.eid_4164",90870.296875,"20x20x20",0.89652484655,"stress.eid_458",42673.738281,"40x40x40"
"546025",0.99892669916,"stress.eid_49320",108334.00781,"10x10x10",0.99969011545,"stress.eid_9156",108094.75781,"20x20x10",0.99913370609,"stress.eid_4164",91669.515625,"20x20x20",0.99634814262,"stress.eid_458",47766.320313,"40x40x40"
"546026",1.0992487669,"stress.eid_49320",108239.35938,"10x10x10",1.0995126963,"stress.eid_9156",107937.57813,"20x20x10",1.0989565849,"stress.eid_4164",92012.523438,"20x20x20",1.0961713791,"stress.eid_458",51985.464844,"40x40x40"
"546027",1.1995710135,"stress.eid_49320",107851.88281,"10x10x10",1.1993349791,"stress.eid_9156",107499.44531,"20x20x10",1.198779583,"stress.eid_4164",92013.859375,"20x20x20",1.1959947348,"stress.eid_458",55469.121094,"40x40x40"
"546028",1.2998931408,"stress.eid_49320",107253.10156,"10x10x10",1.2991572618,"stress.eid_9156",106859.51563,"20x20x10",1.298602581,"stress.eid_4164",91761.109375,"20x20x20",1.2958179712,"stress.eid_458",58335.390625,"40x40x40"
"546029",1.3991248608,"stress.eid_49320",106513.92969,"10x10x10",1.3989788294,"stress.eid_9156",106077.90625,"20x20x10",1.3984254599,"stress.eid_4164",91321.796875,"20x20x20",1.3956413269,"stress.eid_458",60684.710938,"40x40x40"
"546030",1.4994471073,"stress.eid_49320",105665.21094,"10x10x10",1.4988008738,"stress.eid_9156",105200.77344,"20x20x10",1.4982484579,"stress.eid_4164",90748.1875,"20x20x20",1.4954645634,"stress.eid_458",62601.816406,"40x40x40"
"546031",1.5997693539,"stress.eid_49320",104750.74219,"10x10x10",1.5986226797,"stress.eid_9156",104263.03125,"20x20x10",1.5980713367,"stress.eid_4164",90080.726563,"20x20x20",1.595287919,"stress.eid_458",64157.878906,"40x40x40"
"546032",1.6990010738,"stress.eid_49320",103808.57031,"10x10x10",1.6999114752,"stress.eid_9156",103277,"20x20x10",1.6978943348,"stress.eid_4164",89350.625,"20x20x20",1.6951111555,"stress.eid_458",65412.628906,"40x40x40"
"546033",1.7993233204,"stress.eid_49320",102838.65625,"10x10x10",1.7997323275,"stress.eid_9156",102291.39063,"20x20x10",1.7977173328,"stress.eid_4164",88581.820313,"20x20x20",1.7949345112,"stress.eid_458",66415.796875,"40x40x40"
"546034",1.8996456861,"stress.eid_49320",101866.64063,"10x10x10",1.8995528221,"stress.eid_9156",101306.75,"20x20x10",1.8975402117,"stress.eid_4164",87792.554688,"20x20x20",1.8947577477,"stress.eid_458",67208.960938,"40x40x40"
"546035",1.9999679327,"stress.eid_49320",100903.875,"10x10x10",1.9993728399,"stress.eid_9156",100333.99219,"20x20x10",1.9973632097,"stress.eid_4164",86996.570313,"20x20x20",1.9945811033,"stress.eid_458",67826.773438,"40x40x40"
"546036",2.0991997719,"stress.eid_49320",99968.570313,"10x10x10",2.0991926193,"stress.eid_9156",99380.625,"20x20x10",2.0971860886,"stress.eid_4164",86204.0625,"20x20x20",2.0944042206,"stress.eid_458",68298.125,"40x40x40"
"546037",2.1995220184,"stress.eid_49320",99045.710938,"10x10x10",2.1990125179,"stress.eid_9156",98451.867188,"20x20x10",2.199944973,"stress.eid_4164",85399.6875,"20x20x20",2.194227457,"stress.eid_458",68647.148438,"40x40x40"
"546038",2.299844265,"stress.eid_49320",98149.3125,"10x10x10",2.2988321781,"stress.eid_9156",97551.078125,"20x20x10",2.299767971,"stress.eid_4164",84634.773438,"20x20x20",2.2999227047,"stress.eid_458",68905.625,"40x40x40"
"546039",2.399075985,"stress.eid_49320",97290.828125,"10x10x10",2.3986515999,"stress.eid_9156",96680.125,"20x20x10",2.3995909691,"stress.eid_4164",83889.679688,"20x20x20",2.3997461796,"stress.eid_458",69062.226563,"40x40x40"
"546040",2.4993984699,"stress.eid_49320",96452.414063,"10x10x10",2.499938488,"stress.eid_9156",95827.75,"20x20x10",2.4994139671,"stress.eid_4164",83166.640625,"20x20x20",2.499569416,"stress.eid_458",69147.984375,"40x40x40"
"546041",2.5997207165,"stress.eid_49320",95643.914063,"10x10x10",2.5997574329,"stress.eid_9156",95018.703125,"20x20x10",2.5992367268,"stress.eid_4164",82466.9375,"20x20x20",2.5993926525,"stress.eid_458",69174.484375,"40x40x40"
"546042",2.6989524364,"stress.eid_49320",94873.234375,"10x10x10",2.6995763779,"stress.eid_9156",94239.882813,"20x20x10",2.6990597248,"stress.eid_4164",81791.070313,"20x20x20",2.699215889,"stress.eid_458",69151.414063,"40x40x40"
"546043",2.7992749214,"stress.eid_49320",94122.632813,"10x10x10",2.7993953228,"stress.eid_9156",93490.367188,"20x20x10",2.7988827229,"stress.eid_4164",81139.023438,"20x20x20",2.7990393639,"stress.eid_458",69086.898438,"40x40x40"
"546044",2.899597168,"stress.eid_49320",93399.625,"10x10x10",2.8992140293,"stress.eid_9156",92768.882813,"20x20x10",2.8987038136,"stress.eid_4164",80510.367188,"20x20x20",2.8988626003,"stress.eid_458",68987.742188,"40x40x40"
"546045",2.9999194145,"stress.eid_49320",92702.882813,"10x10x10",2.9990329742,"stress.eid_9156",92074.125,"20x20x10",2.9985229969,"stress.eid_4164",79904.367188,"20x20x20",2.9986858368,"stress.eid_458",68859.679688,"40x40x40"
"546046",3.0991513729,"stress.eid_49320",92038.171875,"10x10x10",3.0988519192,"stress.eid_9156",91404.601563,"20x20x10",3.0983419418,"stress.eid_4164",79320.101563,"20x20x20",3.0985090733,"stress.eid_458",68707.515625,"40x40x40"
"546047",3.1994736195,"stress.eid_49320",91389.398438,"10x10x10",3.1986706257,"stress.eid_9156",90758.703125,"20x20x10",3.1981611252,"stress.eid_4164",78756.523438,"20x20x20",3.1983323097,"stress.eid_458",68535.296875,"40x40x40"
"546048",3.299795866,"stress.eid_49320",90762.5,"10x10x10",3.2999572754,"stress.eid_9156",90125.875,"20x20x10",3.2979800701,"stress.eid_4164",78212.5,"20x20x20",3.2981557846,"stress.eid_458",68346.460938,"40x40x40"
"546049",3.3990278244,"stress.eid_49320",90162.492188,"10x10x10",3.3997759819,"stress.eid_9156",89523.007813,"20x20x10",3.397799015,"stress.eid_4164",77686.882813,"20x20x20",3.3979790211,"stress.eid_458",68143.859375,"40x40x40"
"546050",3.499350071,"stress.eid_49320",89574.757813,"10x10x10",3.4995949268,"stress.eid_9156",88939.289063,"20x20x10",3.4976181984,"stress.eid_4164",77178.523438,"20x20x20",3.4978022575,"stress.eid_458",67929.9375,"40x40x40"
"546051",3.5996723175,"stress.eid_49320",89004.617188,"10x10x10",3.5994136333,"stress.eid_9156",88373.25,"20x20x10",3.5974371433,"stress.eid_4164",76686.273438,"20x20x20",3.597625494,"stress.eid_458",67706.757813,"40x40x40"
"546052",3.6999948025,"stress.eid_49320",88450.78125,"10x10x10",3.6992325783,"stress.eid_9156",87823.515625,"20x20x10",3.6972563267,"stress.eid_4164",76209.039063,"20x20x20",3.6974487305,"stress.eid_458",67476.0625,"40x40x40"
"546053",3.7992265224,"stress.eid_49320",87917.804688,"10x10x10",3.7990512848,"stress.eid_9156",87289.007813,"20x20x10",3.7970752716,"stress.eid_4164",75745.765625,"20x20x20",3.7972719669,"stress.eid_458",67239.304688,"40x40x40"
"546054",3.899548769,"stress.eid_49320",87392.828125,"10x10x10",3.8988699913,"stress.eid_9156",86768.484375,"20x20x10",3.8998301029,"stress.eid_4164",75282.398438,"20x20x20",3.8970954418,"stress.eid_458",66997.75,"40x40x40"
"546055",3.999871254,"stress.eid_49320",86880.71875,"10x10x10",3.9986886978,"stress.eid_9156",86260.914063,"20x20x10",3.9996492863,"stress.eid_4164",74844.4375,"20x20x20",3.9969186783,"stress.eid_458",66752.4375,"40x40x40"
"546056",4.0991029739,"stress.eid_49320",86385.867188,"10x10x10",4.0999755859,"stress.eid_9156",85758.054688,"20x20x10",4.0994682312,"stress.eid_4164",74417.59375,"20x20x20",4.0967416763,"stress.eid_458",66504.273438,"40x40x40"
"546057",4.1994252205,"stress.eid_49320",85896.492188,"10x10x10",4.1997942924,"stress.eid_9156",85273.617188,"20x20x10",4.1992874146,"stress.eid_4164",74001.03125,"20x20x20",4.1965651512,"stress.eid_458",66254.007813,"40x40x40"
"546058",4.299747467,"stress.eid_49320",85417.265625,"10x10x10",4.2996134758,"stress.eid_9156",84799.296875,"20x20x10",4.2991061211,"stress.eid_4164",73593.984375,"20x20x20",4.2963881493,"stress.eid_458",66002.28125,"40x40x40"
"546059",4.398979187,"stress.eid_49320",84952.453125,"10x10x10",4.3994321823,"stress.eid_9156",84334.296875,"20x20x10",4.3989253044,"stress.eid_4164",73195.765625,"20x20x20",4.3962116241,"stress.eid_458",65749.617188,"40x40x40"
"546060",4.4993014336,"stress.eid_49320",84491.171875,"10x10x10",4.4992508888,"stress.eid_9156",83878.015625,"20x20x10",4.4987444878,"stress.eid_4164",72805.695313,"20x20x20",4.496035099,"stress.eid_458",65496.488281,"40x40x40"
"546061",4.599624157,"stress.eid_49320",84037.914063,"10x10x10",4.5990695953,"stress.eid_9156",83429.773438,"20x20x10",4.5985631943,"stress.eid_4164",72423.203125,"20x20x20",4.5958580971,"stress.eid_458",65243.285156,"40x40x40"
"546062",4.6999464035,"stress.eid_49320",83592.109375,"10x10x10",4.6988887787,"stress.eid_9156",82988.96875,"20x20x10",4.6983833313,"stress.eid_4164",72047.71875,"20x20x20",4.695681572,"stress.eid_458",64990.296875,"40x40x40"
"546063",4.7991781235,"stress.eid_49320",83157.9375,"10x10x10",4.7987074852,"stress.eid_9156",82555.078125,"20x20x10",4.798204422,"stress.eid_4164",71678.734375,"20x20x20",4.79550457,"stress.eid_458",64737.820313,"40x40x40"
"546064",4.89950037,"stress.eid_49320",82725.382813,"10x10x10",4.8999938965,"stress.eid_9156",82121.359375,"20x20x10",4.8980236053,"stress.eid_4164",71315.804688,"20x20x20",4.8953280449,"stress.eid_458",64486.066406,"40x40x40"
"546065",4.9998226166,"stress.eid_49320",82298.828125,"10x10x10",4.999812603,"stress.eid_9156",81699.914063,"20x20x10",4.9978427887,"stress.eid_4164",70958.507813,"20x20x20",4.9951510429,"stress.eid_458",64235.226563,"40x40x40"
"546066",5.0990548134,"stress.eid_49320",81882.421875,"10x10x10",5.0996313095,"stress.eid_9156",81284.054688,"20x20x10",5.0976614952,"stress.eid_4164",70606.453125,"20x20x20",5.0949745178,"stress.eid_458",63985.457031,"40x40x40"
"546067",5.1993770599,"stress.eid_49320",81466.625,"10x10x10",5.199450016,"stress.eid_9156",80873.40625,"20x20x10",5.1974806786,"stress.eid_4164",70259.28125,"20x20x20",5.1947979927,"stress.eid_458",63736.863281,"40x40x40"
"546068",5.2996993065,"stress.eid_49320",81055.726563,"10x10x10",5.2992687225,"stress.eid_9156",80467.585938,"20x20x10",5.2972998619,"stress.eid_4164",69916.6875,"20x20x20",5.2946209908,"stress.eid_458",63489.554688,"40x40x40"
"546069",5.3989310265,"stress.eid_49320",80653.820313,"10x10x10",5.399087429,"stress.eid_9156",80066.320313,"20x20x10",5.3971185684,"stress.eid_4164",69578.367188,"20x20x20",5.3944444656,"stress.eid_458",63243.636719,"40x40x40"
"546070",5.499253273,"stress.eid_49320",80251.820313,"10x10x10",5.4989061356,"stress.eid_9156",79669.398438,"20x20x10",5.4998736382,"stress.eid_4164",69234.28125,"20x20x20",5.4942674637,"stress.eid_458",62999.125,"40x40x40"
"546071",5.5995755196,"stress.eid_49320",79853.890625,"10x10x10",5.5987248421,"stress.eid_9156",79276.492188,"20x20x10",5.5996928215,"stress.eid_4164",68903.851563,"20x20x20",5.5999627113,"stress.eid_458",62741.867188,"40x40x40"
"546072",5.699898243,"stress.eid_49320",79459.835938,"10x10x10",5.6985435486,"stress.eid_9156",78887.484375,"20x20x10",5.699511528,"stress.eid_4164",68576.960938,"20x20x20",5.6997861862,"stress.eid_458",62500.445313,"40x40x40"
"546073",5.7991299629,"stress.eid_49320",79073.671875,"10x10x10",5.7998304367,"stress.eid_9156",78496.5,"20x20x10",5.7993307114,"stress.eid_4164",68253.421875,"20x20x20",5.7996091843,"stress.eid_458",62260.566406,"40x40x40"
"546074",5.8994522095,"stress.eid_49320",78686.726563,"10x10x10",5.8996491432,"stress.eid_9156",78114.570313,"20x20x10",5.8991494179,"stress.eid_4164",67933.039063,"20x20x20",5.8994326591,"stress.eid_458",62022.230469,"40x40x40"
"546075",5.999774456,"stress.eid_49320",78303.09375,"10x10x10",5.9994673729,"stress.eid_9156",77735.90625,"20x20x10",5.9989686012,"stress.eid_4164",67615.65625,"20x20x20",5.9992556572,"stress.eid_458",61785.476563,"40x40x40"
"546076",6.099006176,"stress.eid_49320",77926.75,"10x10x10",6.0992860794,"stress.eid_9156",77360.46875,"20x20x10",6.0987877846,"stress.eid_4164",67301.125,"20x20x20",6.0990791321,"stress.eid_458",61550.257813,"40x40x40"
"546077",6.1993284225,"stress.eid_49320",77549.289063,"10x10x10",6.1991047859,"stress.eid_9156",76987.992188,"20x20x10",6.1986064911,"stress.eid_4164",66989.296875,"20x20x20",6.198902607,"stress.eid_458",61316.613281,"40x40x40"
"546078",6.2996511459,"stress.eid_49320",77174.742188,"10x10x10",6.2989234924,"stress.eid_9156",76618.429688,"20x20x10",6.2984256744,"stress.eid_4164",66680.054688,"20x20x20",6.298725605,"stress.eid_458",61084.5,"40x40x40"
"546079",6.3999733925,"stress.eid_49320",76802.992188,"10x10x10",6.3987421989,"stress.eid_9156",76251.546875,"20x20x10",6.398244381,"stress.eid_4164",66373.273438,"20x20x20",6.3985490799,"stress.eid_458",60853.921875,"40x40x40"
"546080",6.4992051125,"stress.eid_49320",76437.929688,"10x10x10",6.4985609055,"stress.eid_9156",75887.390625,"20x20x10",6.4980635643,"stress.eid_4164",66068.875,"20x20x20",6.4983720779,"stress.eid_458",60624.867188,"40x40x40"
"546081",6.599527359,"stress.eid_49320",76071.453125,"10x10x10",6.5998473167,"stress.eid_9156",75520.554688,"20x20x10",6.5978827477,"stress.eid_4164",65766.742188,"20x20x20",6.5981955528,"stress.eid_458",60397.308594,"40x40x40"
"546082",6.6998496056,"stress.eid_49320",75707.5,"10x10x10",6.6996660233,"stress.eid_9156",75161.453125,"20x20x10",6.6977014542,"stress.eid_4164",65466.800781,"20x20x20",6.6980185509,"stress.eid_458",60171.214844,"40x40x40"
"546083",6.7990818024,"stress.eid_49320",75349.890625,"10x10x10",6.7994847298,"stress.eid_9156",74804.765625,"20x20x10",6.7975206375,"stress.eid_4164",65168.96875,"20x20x20",6.7978420258,"stress.eid_458",59946.597656,"40x40x40"
"546084",6.8994040489,"stress.eid_49320",74990.71875,"10x10x10",6.8993034363,"stress.eid_9156",74450.445313,"20x20x10",6.897339344,"stress.eid_4164",64873.171875,"20x20x20",6.8976650238,"stress.eid_458",59723.394531,"40x40x40"
"546085",6.9997262955,"stress.eid_49320",74633.859375,"10x10x10",6.9991221428,"stress.eid_9156",74098.320313,"20x20x10",6.9971585274,"stress.eid_4164",64579.34375,"20x20x20",6.9974884987,"stress.eid_458",59501.605469,"40x40x40"
"546086",7.0989580154,"stress.eid_49320",74283.085938,"10x10x10",7.0989408493,"stress.eid_9156",73748.492188,"20x20x10",7.0999131203,"stress.eid_4164",64278.871094,"20x20x20",7.0973119736,"stress.eid_458",59281.207031,"40x40x40"
"546087",7.199280262,"stress.eid_49320",73930.65625,"10x10x10",7.1987595558,"stress.eid_9156",73400.773438,"20x20x10",7.1997323036,"stress.eid_4164",63988.867188,"20x20x20",7.1971349716,"stress.eid_458",59062.171875,"40x40x40"
"546088",7.2996025085,"stress.eid_49320",73580.367188,"10x10x10",7.2985782623,"stress.eid_9156",73055.226563,"20x20x10",7.299551487,"stress.eid_4164",63700.664063,"20x20x20",7.2969584465,"stress.eid_458",58844.460938,"40x40x40"
"546089",7.3999247551,"stress.eid_49320",73232.171875,"10x10x10",7.3998646736,"stress.eid_9156",72706.6875,"20x20x10",7.3993701935,"stress.eid_4164",63414.21875,"20x20x20",7.3967814445,"stress.eid_458",58628.058594,"40x40x40"
"546090",7.4991569519,"stress.eid_49320",72889.804688,"10x10x10",7.4996829033,"stress.eid_9156",72365.28125,"20x20x10",7.4991893768,"stress.eid_4164",63129.496094,"20x20x20",7.4966039658,"stress.eid_458",58412.953125,"40x40x40"
"546091",7.5994791985,"stress.eid_49320",72545.679688,"10x10x10",7.5995016098,"stress.eid_9156",72025.890625,"20x20x10",7.5990080833,"stress.eid_4164",62846.449219,"20x20x20",7.5964236259,"stress.eid_458",58199.117188,"40x40x40"
"546092",7.699801445,"stress.eid_49320",72203.539063,"10x10x10",7.6993203163,"stress.eid_9156",71688.328125,"20x20x10",7.6988272667,"stress.eid_4164",62565.046875,"20x20x20",7.6962428093,"stress.eid_458",57986.5,"40x40x40"
"546093",7.799033165,"stress.eid_49320",71867.039063,"10x10x10",7.7991390228,"stress.eid_9156",71352.75,"20x20x10",7.7986459732,"stress.eid_4164",62285.242188,"20x20x20",7.7960619926,"stress.eid_458",57775.121094,"40x40x40"
"546094",7.8993554115,"stress.eid_49320",71528.757813,"10x10x10",7.8989577293,"stress.eid_9156",71019.046875,"20x20x10",7.8984651566,"stress.eid_4164",62007.019531,"20x20x20",7.8958816528,"stress.eid_458",57564.910156,"40x40x40"
"546095",7.9996776581,"stress.eid_49320",71192.375,"10x10x10",7.9987764359,"stress.eid_9156",70687.34375,"20x20x10",7.9982843399,"stress.eid_4164",61730.34375,"20x20x20",7.9957008362,"stress.eid_458",57355.890625,"40x40x40"
"546096",8.0989093781,"stress.eid_49320",70861.492188,"10x10x10",8.0985946655,"stress.eid_9156",70357.445313,"20x20x10",8.0981025696,"stress.eid_4164",61455.195313,"20x20x20",8.0955200195,"stress.eid_458",57148,"40x40x40"
"546097",8.1992321014,"stress.eid_49320",70528.804688,"10x10x10",8.1998815536,"stress.eid_9156",70024.515625,"20x20x10",8.1979217529,"stress.eid_4164",61181.539063,"20x20x20",8.1953392029,"stress.eid_458",56941.25,"40x40x40"
"546098",8.2995538712,"stress.eid_49320",70197.945313,"10x10x10",8.2996997833,"stress.eid_9156",69698.164063,"20x20x10",8.2977409363,"stress.eid_4164",60909.363281,"20x20x20",8.2951583862,"stress.eid_458",56735.597656,"40x40x40"
"546099",8.3998765945,"stress.eid_49320",69868.890625,"10x10x10",8.3995189667,"stress.eid_9156",69373.585938,"20x20x10",8.3975601196,"stress.eid_4164",60638.644531,"20x20x20",8.3949775696,"stress.eid_458",56531.042969,"40x40x40"
"546100",8.4991083145,"stress.eid_49320",69545.15625,"10x10x10",8.4993371964,"stress.eid_9156",69050.6875,"20x20x10",8.497379303,"stress.eid_4164",60369.351563,"20x20x20",8.4947967529,"stress.eid_458",56327.542969,"40x40x40"
"546101",8.5994300842,"stress.eid_49320",69219.617188,"10x10x10",8.599155426,"stress.eid_9156",68729.625,"20x20x10",8.5971975327,"stress.eid_4164",60101.480469,"20x20x20",8.59461689,"stress.eid_458",56125.089844,"40x40x40"
"546102",8.6997528076,"stress.eid_49320",68895.820313,"10x10x10",8.6989746094,"stress.eid_9156",68410.195313,"20x20x10",8.6999530792,"stress.eid_4164",59827.195313,"20x20x20",8.6944360733,"stress.eid_458",55923.667969,"40x40x40"
"546103",8.7989845276,"stress.eid_49320",68577.257813,"10x10x10",8.7987937927,"stress.eid_9156",68092.382813,"20x20x10",8.7997713089,"stress.eid_4164",59562.144531,"20x20x20",8.7942552567,"stress.eid_458",55723.277344,"40x40x40"
"546104",8.899307251,"stress.eid_49320",68256.890625,"10x10x10",8.8986120224,"stress.eid_9156",67776.429688,"20x20x10",8.8995904922,"stress.eid_4164",59298.464844,"20x20x20",8.8999462128,"stress.eid_458",55512.160156,"40x40x40"
"546105",8.9996290207,"stress.eid_49320",67938.203125,"10x10x10",8.9998989105,"stress.eid_9156",67457.453125,"20x20x10",8.9994096756,"stress.eid_4164",59036.136719,"20x20x20",8.9997653961,"stress.eid_458",55313.789063,"40x40x40"
"546106",9.0999517441,"stress.eid_49320",67621.21875,"10x10x10",9.0997171402,"stress.eid_9156",67144.78125,"20x20x10",9.0992288589,"stress.eid_4164",58775.144531,"20x20x20",9.0995845795,"stress.eid_458",55116.390625,"40x40x40"
"546107",9.1991834641,"stress.eid_49320",67309.320313,"10x10x10",9.1995363235,"stress.eid_9156",66833.765625,"20x20x10",9.1990480423,"stress.eid_4164",58515.484375,"20x20x20",9.1994037628,"stress.eid_458",54919.945313,"40x40x40"
"546108",9.2995061874,"stress.eid_49320",66995.625,"10x10x10",9.2993545532,"stress.eid_9156",66524.257813,"20x20x10",9.298866272,"stress.eid_4164",58257.136719,"20x20x20",9.2992229462,"stress.eid_458",54724.425781,"40x40x40"
"546109",9.3998279572,"stress.eid_49320",66683.585938,"10x10x10",9.3991727829,"stress.eid_9156",66216.382813,"20x20x10",9.3986854553,"stress.eid_4164",58000.085938,"20x20x20",9.3990430832,"stress.eid_458",54529.828125,"40x40x40"
"546110",9.4990596771,"stress.eid_49320",66376.53125,"10x10x10",9.4989919662,"stress.eid_9156",65910.078125,"20x20x10",9.4985046387,"stress.eid_4164",57744.335938,"20x20x20",9.4988622665,"stress.eid_458",54336.148438,"40x40x40"
"546111",9.5993824005,"stress.eid_49320",66067.71875,"10x10x10",9.5988101959,"stress.eid_9156",65605.492188,"20x20x10",9.598323822,"stress.eid_4164",57489.867188,"20x20x20",9.5986814499,"stress.eid_458",54143.363281,"40x40x40"
"546112",9.6997041702,"stress.eid_49320",65760.515625,"10x10x10",9.6986293793,"stress.eid_9156",65302.4375,"20x20x10",9.6981430054,"stress.eid_4164",57236.660156,"20x20x20",9.6985006332,"stress.eid_458",53951.460938,"40x40x40"
"546113",9.7989368439,"stress.eid_49320",65458.214844,"10x10x10",9.7999153137,"stress.eid_9156",64996.523438,"20x20x10",9.797961235,"stress.eid_4164",56984.714844,"20x20x20",9.7983198166,"stress.eid_458",53760.449219,"40x40x40"
"546114",9.8992586136,"stress.eid_49320",65154.171875,"10x10x10",9.8997344971,"stress.eid_9156",64696.601563,"20x20x10",9.8977804184,"stress.eid_4164",56734.027344,"20x20x20",9.8981389999,"stress.eid_458",53570.277344,"40x40x40"
"546115",9.999581337,"stress.eid_49320",64851.695313,"10x10x10",9.9995527267,"stress.eid_9156",64398.265625,"20x20x10",9.9975996017,"stress.eid_4164",56484.574219,"20x20x20",9.9979581833,"stress.eid_458",53380.976563,"40x40x40"
"546116",10.099903107,"stress.eid_49320",64550.789063,"10x10x10",10.09937191,"stress.eid_9156",64101.535156,"20x20x10",10.097418785,"stress.eid_4164",56236.363281,"20x20x20",10.09777832,"stress.eid_458",53192.507813,"40x40x40"
"546117",10.199134827,"stress.eid_49320",64254.683594,"10x10x10",10.19919014,"stress.eid_9156",63806.199219,"20x20x10",10.197237968,"stress.eid_4164",55989.375,"20x20x20",10.197597504,"stress.eid_458",53004.882813,"40x40x40"
"546118",10.29945755,"stress.eid_49320",63956.859375,"10x10x10",10.299009323,"stress.eid_9156",63512.378906,"20x20x10",10.299992561,"stress.eid_4164",55736.390625,"20x20x20",10.297416687,"stress.eid_458",52818.078125,"40x40x40"
"546119",10.39977932,"stress.eid_49320",63660.566406,"10x10x10",10.398827553,"stress.eid_9156",63220.015625,"20x20x10",10.399811745,"stress.eid_4164",55491.863281,"20x20x20",10.39723587,"stress.eid_458",52632.085938,"40x40x40"
"546120",10.499011993,"stress.eid_49320",63369,"10x10x10",10.498646736,"stress.eid_9156",62929.09375,"20x20x10",10.499629974,"stress.eid_4164",55248.542969,"20x20x20",10.497055054,"stress.eid_458",52446.894531,"40x40x40"
"546121",10.599333763,"stress.eid_49320",63075.738281,"10x10x10",10.599932671,"stress.eid_9156",62635.476563,"20x20x10",10.599449158,"stress.eid_4164",55006.410156,"20x20x20",10.596874237,"stress.eid_458",52262.519531,"40x40x40"
"546122",10.699656487,"stress.eid_49320",62783.984375,"10x10x10",10.699751854,"stress.eid_9156",62347.625,"20x20x10",10.699268341,"stress.eid_4164",54765.46875,"20x20x20",10.69669342,"stress.eid_458",52078.914063,"40x40x40"
"546123",10.799978256,"stress.eid_49320",62493.726563,"10x10x10",10.799570084,"stress.eid_9156",62061.320313,"20x20x10",10.799087524,"stress.eid_4164",54525.695313,"20x20x20",10.796512604,"stress.eid_458",51896.109375,"40x40x40"
"546124",10.899209976,"stress.eid_49320",62208.089844,"10x10x10",10.899389267,"stress.eid_9156",61776.488281,"20x20x10",10.898906708,"stress.eid_4164",54287.109375,"20x20x20",10.896332741,"stress.eid_458",51714.078125,"40x40x40"
"546125",10.9995327,"stress.eid_49320",61920.789063,"10x10x10",10.999207497,"stress.eid_9156",61493.152344,"20x20x10",10.998724937,"stress.eid_4164",54049.679688,"20x20x20",10.996151924,"stress.eid_458",51532.804688,"40x40x40"
"546126",11.099855423,"stress.eid_49320",61634.960938,"10x10x10",11.099025726,"stress.eid_9156",61211.210938,"20x20x10",11.098544121,"stress.eid_4164",53813.410156,"20x20x20",11.095971107,"stress.eid_458",51352.3125,"40x40x40"
"546127",11.199087143,"stress.eid_49320",61353.679688,"10x10x10",11.19884491,"stress.eid_9156",60930.617188,"20x20x10",11.198363304,"stress.eid_4164",53578.296875,"20x20x20",11.195790291,"stress.eid_458",51172.550781,"40x40x40"
