"","inst","volume","ram_length","ram_thickness","ram_extent","sigma","eid","calve","ram_vol","ram_percent","short_extent","ice_thickness"
"208","WCZ",32557.6411921994,40,90,7.36327958696304,13.2462009362775,20271,TRUE,15.5519687114072,-0.693147180559945,"yes",90
"209","ZVB",28231.1884269862,40,90,6.67959918584438,12.7725618998373,70131,TRUE,14.8682883102886,-0.916290731874155,"yes",90
"210","PJJ",10908.7121146357,20,90,5.92157841964382,12.5709900270587,5081,TRUE,13.4171203635281,-0.510825623765991,"yes",90
"211","PJJ",10954.4511501033,40,90,6.17170059741091,13.2455999598495,6661,TRUE,14.3603897218551,0.336472236621213,"yes",90
"212","PJJ",11000,60,90,6.31354804627709,13.7332153152374,10141,TRUE,14.9077022788295,0.916290731874155,"yes",90
"213","QWZ",15264.3375224737,20,90,6.32076829425058,12.595117001351,33501,FALSE,13.8163102381348,-0.916290731874155,"yes",90
"214","QWZ",15297.0585407784,40,90,6.46458830368996,13.2312249571786,11671,TRUE,14.6532774281342,0,"yes",90
"215","QWZ",15329.7097167559,60,90,6.65415252018322,13.6716401875446,14911,TRUE,15.2483067527356,0.587786664902119,"yes",90
"216","HFL",19974.9843554382,20,90,7.50549227473742,13.7705131920335,12291,TRUE,15.0010342186217,-0.22314355131421,"yes",90
"217","HFL",20124.6117974981,40,90,7.51316354523408,14.2601963792257,11951,TRUE,15.7018526696783,0.470003629245736,"yes",90
"218","BSS",11789.8261225516,20,90,6.69208374250663,12.6591748723539,2574,FALSE,14.1876256863909,0,"yes",90
"219","BSS",11874.3420870379,40,90,6.77992190747225,12.872755206923,7881,TRUE,14.9686110319165,0.78845736036427,"yes",90
"220","BSS",11916.375287813,60,90,6.91274282049318,13.3003806841904,10381,TRUE,15.5068970530455,1.33500106673234,"yes",90
"221","BCS",13416.4078649987,40,90,5.99893656194668,13.3895697460948,5841,TRUE,14.1876256863909,-0.22314355131421,"yes",90
"222","BCS",13490.737563232,60,90,6.38350663488401,13.0536604638755,11521,TRUE,14.9776608674364,0.587786664902119,"yes",90
"223","RGN",36055.5127546399,40,90,7.76684053708551,13.6423469389551,28871,TRUE,15.9555296615297,-0.356674943938732,"yes",90
"224","RGN",36193.9221417077,60,90,7.80098207125774,13.8831692064381,31731,TRUE,16.3951363038101,0,"yes",90
"225","FPS",38470.7681233427,20,90,7.99361999482774,12.8669212992282,68331,FALSE,15.489161938712,-0.916290731874155,"yes",90
"226","FPS",38600.5181312376,40,90,8.03883475778775,13.5898638764319,28101,TRUE,16.2275238822319,-0.356674943938732,"yes",90
"227","FPS",38729.8334620742,60,90,8.2419665602318,13.9016882542053,36421,TRUE,16.8361207927842,0.336472236621213,"yes",90
"228","WXE",37013.5110466435,40,90,6.92657703322272,13.6518144652935,36651,TRUE,15.1152661576669,-1.20397280432594,"yes",90
"229","IWV",35496.4786985977,40,90,7.26822302115957,13.7034610541557,18611,TRUE,15.4569121456038,-0.916290731874155,"yes",90
"230","IWV",35637.0593624109,60,90,7.38832785957711,14.0061309175729,32931,TRUE,15.9824820921295,-0.356674943938732,"yes",90
"231","RFC",14142.135623731,20,90,6.90975328164481,12.7171222442119,25581,FALSE,14.4052952255291,-0.105360515657826,"yes",90
"232","RFC",14282.8568570857,40,90,6.99209642741589,12.8691909383757,48431,TRUE,15.1807855518601,0.641853886172395,"yes",90
"233","MUX",43011.6263352131,40,90,6.8627579130514,13.3112831182265,64421,TRUE,15.0514470374956,-1.6094379124341,"yes",90
"234","MUX",43474.1302385683,60,90,7.03085747611612,13.7461604798295,322121,TRUE,15.6250117086685,-1.20397280432594,"yes",90
"235","XLL",39115.2144312159,20,90,7.89580837708318,12.9474526921407,165411,FALSE,15.3913503209674,-1.20397280432594,"yes",90
"236","XLL",34058.7727318528,40,90,7.93666015522543,13.2712108773406,60161,TRUE,16.1253492796696,-0.105360515657826,"yes",90
"237","XLL",34058.7727318528,60,90,7.9672801789422,13.6482746385884,38551,TRUE,16.5614344114946,0.262364264467491,"yes",90
"238","RPD",33316.6624979154,40,90,6.38012253689976,12.8131498240498,43161,TRUE,14.568811661344,-1.6094379124341,"yes",90
"239","RPD",33316.6624979154,60,90,6.56526497003536,13.2954305777654,32071,TRUE,15.1594192025877,-1.20397280432594,"yes",90
"240","VVV",32863.35345031,40,90,7.28207365809346,13.048904117868,131421,TRUE,15.4707627825377,-0.693147180559945,"yes",90
"241","VVV",33015.1480384384,60,90,7.40062057737113,13.3232236912514,85161,TRUE,15.9947748099235,-0.22314355131421,"yes",90
"242","BRW",26608.2693913001,20,90,7.48661331313996,12.7203024684297,103331,NA,14.9821552570242,-0.693147180559945,"yes",90
"243","BRW",26683.3281282527,40,90,7.53208814354172,13.2348702965826,124971,NA,15.7207772679859,-0.105360515657826,"yes",90
"244","BRW",26758.1763205193,60,90,7.58984151218266,13.7025333308886,22101,NA,16.183995744735,0.405465108108164,"yes",90
"245","IKY",6276.94193059009,60,90,6.42486902390539,13.3478896876923,5961,TRUE,15.0190232564578,2.14006616349627,"yes",90
"246","IFE",36469.1650576209,20,90,6.97914527506881,12.9805255819362,8521,FALSE,14.4746872189531,-2.30258509299405,"yes",90
"247","IFE",36469.1650576209,40,90,7.03702761468628,13.7809191131947,17141,TRUE,15.2257167391305,-1.20397280432594,"yes",90
"248","IFE",36469.1650576209,60,90,7.1929342212158,14.1661674295774,26671,TRUE,15.7870884537682,-0.693147180559945,"yes",90
"249","LJK",30822.0700148449,20,90,7.67136092319064,13.5039960695136,441,TRUE,15.1669028670749,-0.916290731874155,"yes",90
"250","LJK",30903.0742807249,40,90,7.69348164083518,13.9639305630825,3081,TRUE,15.8821707652794,-0.22314355131421,"yes",90
"251","LJK",30983.8667696593,60,90,7.75448154747038,14.2665861773245,26511,TRUE,16.3486357800228,0.262364264467491,"yes",90
"252","FRJ",22226.1107708929,20,90,6.61472560020376,12.9623518898801,14411,TRUE,14.110267544088,-1.20397280432594,"yes",90
"253","FRJ",22315.9136044214,40,90,6.71174039505618,13.7222981762421,14921,TRUE,14.9004295195004,-0.510825623765991,"yes",90
"254","FRJ",22338.3079036887,60,90,6.88550967003482,14.1081801719271,23371,TRUE,15.4796639025872,0.0953101798043249,"yes",90
"255","CHG",21656.4078277077,20,90,6.5191472879404,12.6407631669786,17641,FALSE,14.0146892318247,-1.20397280432594,"yes",90
"256","CHG",21702.5344142107,40,90,6.65801104587075,13.2175571868015,14131,TRUE,14.8467001703149,-0.510825623765991,"yes",90
"257","CHG",21771.5410570772,60,90,6.76157276880406,13.7123697990448,23221,TRUE,15.3557270013564,0,"yes",90
"258","ZTI",27549.9546279118,20,90,7.08924315502751,12.6507584667916,14611,NA,14.5847850989118,-1.20397280432594,"yes",90
"259","ZTI",27604.3474836845,40,90,7.15226885603254,12.9609920244827,144181,NA,15.3409579804767,-0.510825623765991,"yes",90
"260","ZTI",27658.6333718787,60,90,7.24422751560335,13.4296804160391,21791,NA,15.8383817481557,0,"yes",90
"261","BST",25396.8501984006,40,90,7.09174211509515,13.0519366212531,30181,NA,15.2804312395394,-0.356674943938732,"yes",90
"262","BST",25455.8441227157,60,90,7.15070145759253,13.4809045788008,20701,NA,15.7448556901449,0.0953101798043249,"yes",90
